month,day,year,Dischrge_ft,"Dischrge,m3/s",PRCP_inch_SAC_CITY,PRCP(mm),
1,1,2008,186,5.208,0,0,835.57872
1,2,2008,147,4.116,0,0,
1,3,2008,158,4.424,0,0,
1,4,2008,206,5.768,0,0,
1,5,2008,219,6.132,0,0,
1,6,2008,279,7.812,0,0,
1,7,2008,268,7.504,0,0,
1,8,2008,221,6.188,0,0,
1,9,2008,210,5.88,0,0,
1,10,2008,225,6.3,0,0,
1,11,2008,208,5.824,0,0,
1,12,2008,232,6.496,0,0,
1,13,2008,206,5.768,0,0,
1,14,2008,188,5.264,0,0,
1,15,2008,182,5.096,0,0,
1,16,2008,228,6.384,0,0,
1,17,2008,188,5.264,0.18,4.572,
1,18,2008,140,3.92,0,0,
1,19,2008,118,3.304,0,0,
1,20,2008,123,3.444,0,0,
1,21,2008,221,6.188,0.13,3.302,
1,22,2008,150,4.2,0.04,1.016,
1,23,2008,103,2.884,0.03,0.762,
1,24,2008,88.6,2.4808,0,0,
1,25,2008,130,3.64,0.06,1.524,
1,26,2008,140,3.92,0,0,
1,27,2008,160,4.48,0,0,
1,28,2008,160,4.48,0,0,
1,29,2008,146,4.088,0.04,1.016,
1,30,2008,129,3.612,0.14,3.556,
1,31,2008,127,3.556,0,0,
2,1,2008,127,3.556,0,0,
2,2,2008,147,4.116,0,0,
2,3,2008,137,3.836,0,0,
2,4,2008,152,4.256,0.13,3.302,
2,5,2008,140,3.92,0,0,
2,6,2008,112,3.136,0,0,
2,7,2008,132,3.696,0,0,
2,8,2008,167,4.676,0,0,
2,9,2008,125,3.5,0,0,
2,10,2008,92.1,2.5788,0,0,
2,11,2008,74.4,2.0832,0.12,3.048,
2,12,2008,82,2.296,0.28,7.112,
2,13,2008,107,2.996,0,0,
2,14,2008,99.6,2.7888,0,0,
2,15,2008,66.9,1.8732,0,0,
2,16,2008,110,3.08,0,0,
2,17,2008,140,3.92,0,0,
2,18,2008,112,3.136,0,0,
2,19,2008,99.6,2.7888,0,0,
2,20,2008,77,2.156,0,0,
2,21,2008,47.6,1.3328,0,0,
2,22,2008,41.1,1.1508,0,0,
2,23,2008,47.6,1.3328,0,0,
2,24,2008,56.2,1.5736,0,0,
2,25,2008,73.5,2.058,0,0,
2,26,2008,102,2.856,0.8,20.32,
2,27,2008,138,3.864,0,0,
2,28,2008,92.1,2.5788,0,0,
2,29,2008,151,4.228,0,0,
3,1,2008,235,6.58,0,0,
3,2,2008,452,12.656,0,0,
3,3,2008,732,20.496,0,0,
3,4,2008,582,16.296,0,0,
3,5,2008,489,13.692,0.07,1.778,
3,6,2008,573,16.044,0,0,
3,7,2008,452,12.656,0,0,
3,8,2008,395,11.06,0,0,
3,9,2008,386,10.808,0,0,
3,10,2008,367,10.276,0,0,
3,11,2008,489,13.692,0,0,
3,12,2008,1460,40.88,0,0,
3,13,2008,2690,75.32,0,0,
3,14,2008,2800,78.4,0,0,
3,15,2008,2520,70.56,0,0,
3,16,2008,1700,47.6,0,0,
3,17,2008,1180,33.04,0.14,3.556,
3,18,2008,949,26.572,0,0,
3,19,2008,966,27.048,0,0,
3,20,2008,1020,28.56,0,0,
3,21,2008,1070,29.96,0,0,
3,22,2008,924,25.872,0,0,
3,23,2008,743,20.804,0,0,
3,24,2008,632,17.696,0,0,
3,25,2008,587,16.436,0,0,
3,26,2008,552,15.456,0,0,
3,27,2008,515,14.42,0.28,7.112,
3,28,2008,478,13.384,0,0,
3,29,2008,458,12.824,0,0,
3,30,2008,495,13.86,0,0,
3,31,2008,665,18.62,0.29,7.366,
4,1,2008,1410,39.48,0.71,18.034,
4,2,2008,1300,36.4,0,0,
4,3,2008,1060,29.68,0,0,
4,4,2008,910,25.48,0,0,
4,5,2008,810,22.68,0,0,
4,6,2008,749,20.972,0.03,0.762,
4,7,2008,690,19.32,0,0,
4,8,2008,656,18.368,0,0,
4,9,2008,628,17.584,0,0,
4,10,2008,610,17.08,0.05,1.27,
4,11,2008,1390,38.92,1.4,35.56,
4,12,2008,1960,54.88,0.16,4.064,
4,13,2008,1590,44.52,0,0,
4,14,2008,1310,36.68,0,0,
4,15,2008,1160,32.48,0,0,
4,16,2008,1040,29.12,0,0,
4,17,2008,920,25.76,0,0,
4,18,2008,890,24.92,0.5,12.7,
4,19,2008,1040,29.12,0.13,3.302,
4,20,2008,1060,29.68,0,0,
4,21,2008,970,27.16,0,0,
4,22,2008,875,24.5,0,0,
4,23,2008,795,22.26,0,0,
4,24,2008,750,21,0.05,1.27,
4,25,2008,1050,29.4,0.74,18.796,
4,26,2008,1400,39.2,0,0,
4,27,2008,1210,33.88,0,0,
4,28,2008,1030,28.84,0,0,
4,29,2008,912,25.536,0,0,
4,30,2008,844,23.632,0,0,
5,1,2008,793,22.204,0,0,
5,2,2008,746,20.888,0,0,
5,3,2008,795,22.26,0.66,16.764,
5,4,2008,956,26.768,0,0,
5,5,2008,905,25.34,0,0,
5,6,2008,851,23.828,0,0,
5,7,2008,1410,39.48,1.54,39.116,
5,8,2008,1630,45.64,0,0,
5,9,2008,1320,36.96,0.06,1.524,
5,10,2008,1150,32.2,0,0,
5,11,2008,1190,33.32,0.55,13.97,
5,12,2008,1370,38.36,0,0,
5,13,2008,1200,33.6,0,0,
5,14,2008,1060,29.68,0,0,
5,15,2008,945,26.46,0,0,
5,16,2008,875,24.5,0,0,
5,17,2008,813,22.764,0,0,
5,18,2008,764,21.392,0,0,
5,19,2008,714,19.992,0.02,0.508,
5,20,2008,650,18.2,0.02,0.508,
5,21,2008,594,16.632,0,0,
5,22,2008,562,15.736,0,0,
5,23,2008,613,17.164,0.98,24.892,
5,24,2008,674,18.872,0.03,0.762,
5,25,2008,681,19.068,0,0,
5,26,2008,662,18.536,0,0,
5,27,2008,603,16.884,0.1,2.54,
5,28,2008,551,15.428,0.24,6.096,
5,29,2008,759,21.252,0.2,5.08,
5,30,2008,3580,100.24,1.65,41.91,
5,31,2008,3580,100.24,0,0,
6,1,2008,3170,88.76,0,0,
6,2,2008,2630,73.64,0.02,0.508,
6,3,2008,2500,70,0.93,23.622,
6,4,2008,2500,70,0,0,
6,5,2008,3730,104.44,0.84,21.336,
6,6,2008,3980,111.44,0.26,6.604,
6,7,2008,2960,82.88,0,0,
6,8,2008,5590,156.52,2.1,53.34,
6,9,2008,7890,220.92,0.77,19.558,
6,10,2008,6470,181.16,0,0,
6,11,2008,5220,146.16,0.1,2.54,
6,12,2008,4950,138.6,0.72,18.288,
6,13,2008,5440,152.32,0,0,
6,14,2008,5200,145.6,0,0,
6,15,2008,4110,115.08,0,0,
6,16,2008,3000,84,0,0,
6,17,2008,2360,66.08,0,0,
6,18,2008,1980,55.44,0,0,
6,19,2008,1720,48.16,0,0,
6,20,2008,1560,43.68,0.02,0.508,
6,21,2008,1380,38.64,0,0,
6,22,2008,1240,34.72,0,0,
6,23,2008,1120,31.36,0,0,
6,24,2008,1020,28.56,0,0,
6,25,2008,942,26.376,0,0,
6,26,2008,1540,43.12,0,0,
6,27,2008,1940,54.32,2.32,58.928,
6,28,2008,1390,38.92,0.06,1.524,
6,29,2008,1130,31.64,0,0,
6,30,2008,961,26.908,0,0,
7,1,2008,844,23.632,0,0,
7,2,2008,772,21.616,0.22,5.588,
7,3,2008,693,19.404,0,0,
7,4,2008,626,17.528,0,0,
7,5,2008,583,16.324,0,0,
7,6,2008,544,15.232,0,0,
7,7,2008,1020,28.56,0.17,4.318,
7,8,2008,1760,49.28,0.04,1.016,
7,9,2008,1650,46.2,0,0,
7,10,2008,1270,35.56,0,0,
7,11,2008,1010,28.28,0,0,
7,12,2008,821,22.988,0.22,5.588,
7,13,2008,683,19.124,0,0,
7,14,2008,591,16.548,0,0,
7,15,2008,522,14.616,0,0,
7,16,2008,465,13.02,0,0,
7,17,2008,430,12.04,0,0,
7,18,2008,457,12.796,1.51,38.354,
7,19,2008,463,12.964,0.09,2.286,
7,20,2008,524,14.672,0.83,21.082,
7,21,2008,578,16.184,0.52,13.208,
7,22,2008,586,16.408,0.02,0.508,
7,23,2008,486,13.608,0,0,
7,24,2008,486,13.608,0.84,21.336,
7,25,2008,627,17.556,0,0,
7,26,2008,560,15.68,0,0,
7,27,2008,455,12.74,0,0,
7,28,2008,407,11.396,0.22,5.588,
7,29,2008,374,10.472,0.01,0.254,
7,30,2008,332,9.296,0.04,1.016,
7,31,2008,295,8.26,0,0,
8,1,2008,263,7.364,0,0,
8,2,2008,233,6.524,0,0,
8,3,2008,204,5.712,0,0,
8,4,2008,184,5.152,0,0,
8,5,2008,173,4.844,0.07,1.778,
8,6,2008,163,4.564,0,0,
8,7,2008,152,4.256,0,0,
8,8,2008,140,3.92,0,0,
8,9,2008,131,3.668,0,0,
8,10,2008,120,3.36,0,0,
8,11,2008,114,3.192,0,0,
8,12,2008,115,3.22,0.35,8.89,
8,13,2008,107,2.996,0,0,
8,14,2008,105,2.94,0.23,5.842,
8,15,2008,97.7,2.7356,0,0,
8,16,2008,90.4,2.5312,0,0,
8,17,2008,84.6,2.3688,0,0,
8,18,2008,80.1,2.2428,0,0,
8,19,2008,76.3,2.1364,0,0,
8,20,2008,72.8,2.0384,0,0,
8,21,2008,70.8,1.9824,0,0,
8,22,2008,69.9,1.9572,0,0,
8,23,2008,67.5,1.89,0,0,
8,24,2008,64,1.792,0,0,
8,25,2008,60.1,1.6828,0,0,
8,26,2008,57.9,1.6212,0,0,
8,27,2008,70.5,1.974,0.45,11.43,
8,28,2008,84,2.352,0.53,13.462,
8,29,2008,72,2.016,0,0,
8,30,2008,63.7,1.7836,0,0,
8,31,2008,56.9,1.5932,0,0,
9,1,2008,53.6,1.5008,0,0,
9,2,2008,54.1,1.5148,0,0,
9,3,2008,53.7,1.5036,0,0,
9,4,2008,55,1.54,0,0,
9,5,2008,53.9,1.5092,0,0,
9,6,2008,53.1,1.4868,0.12,3.048,
9,7,2008,50.3,1.4084,0,0,
9,8,2008,55,1.54,0.39,9.906,
9,9,2008,56.4,1.5792,0.06,1.524,
9,10,2008,55,1.54,0,0,
9,11,2008,57.3,1.6044,0,0,
9,12,2008,55.6,1.5568,0.46,11.684,
9,13,2008,55.7,1.5596,0.16,4.064,
9,14,2008,51.8,1.4504,0,0,
9,15,2008,48.7,1.3636,0,0,
9,16,2008,45.4,1.2712,0,0,
9,17,2008,42.5,1.19,0,0,
9,18,2008,41.5,1.162,0,0,
9,19,2008,40.2,1.1256,0,0,
9,20,2008,39.4,1.1032,0,0,
9,21,2008,38.8,1.0864,0,0,
9,22,2008,42.4,1.1872,0.02,0.508,
9,23,2008,44.5,1.246,0.35,8.89,
9,24,2008,42.8,1.1984,0.01,0.254,
9,25,2008,42,1.176,0,0,
9,26,2008,41.1,1.1508,0,0,
9,27,2008,39.5,1.106,0,0,
9,28,2008,39,1.092,0,0,
9,29,2008,56.8,1.5904,0.87,22.098,
9,30,2008,69.4,1.9432,0,0,
10,1,2008,61.9,1.7332,0,0,
10,2,2008,48.9,1.3692,0,0,
10,3,2008,45,1.26,0,0,
10,4,2008,42.6,1.1928,0,0,
10,5,2008,41.8,1.1704,0,0,
10,6,2008,42.2,1.1816,0,0,
10,7,2008,49.9,1.3972,0.52,13.208,
10,8,2008,49.8,1.3944,0,0,
10,9,2008,52,1.456,0,0,
10,10,2008,47.8,1.3384,0,0,
10,11,2008,43.8,1.2264,0,0,
10,12,2008,43.3,1.2124,0.07,1.778,
10,13,2008,46.1,1.2908,0.05,1.27,
10,14,2008,50.1,1.4028,0.42,10.668,
10,15,2008,63,1.764,0.6,15.24,
10,16,2008,61.2,1.7136,0,0,
10,17,2008,58.2,1.6296,0.15,3.81,
10,18,2008,55.5,1.554,0,0,
10,19,2008,56.2,1.5736,0,0,
10,20,2008,55.5,1.554,0,0,
10,21,2008,53.1,1.4868,0,0,
10,22,2008,95.4,2.6712,0.7,17.78,
10,23,2008,257,7.196,1.4,35.56,
10,24,2008,452,12.656,0.23,5.842,
10,25,2008,388,10.864,0,0,
10,26,2008,311,8.708,0.05,1.27,
10,27,2008,250,7,0,0,
10,28,2008,212,5.936,0,0,
10,29,2008,196,5.488,0,0,
10,30,2008,184,5.152,0,0,
10,31,2008,168,4.704,0,0,
11,1,2008,154,4.312,0,0,
11,2,2008,146,4.088,0,0,
11,3,2008,142,3.976,0,0,
11,4,2008,138,3.864,0,0,
11,5,2008,134,3.752,0,0,
11,6,2008,143,4.004,0.31,7.874,
11,7,2008,141,3.948,0.21,5.334,
11,8,2008,140,3.92,0.05,1.27,
11,9,2008,137,3.836,0,0,
11,10,2008,135,3.78,0,0,
11,11,2008,148,4.144,0.08,2.032,
11,12,2008,218,6.104,0.58,14.732,
11,13,2008,301,8.428,0,0,
11,14,2008,335,9.38,0.21,5.334,
11,15,2008,354,9.912,0.05,1.27,
11,16,2008,362,10.136,0,0,
11,17,2008,331,9.268,0,0,
11,18,2008,287,8.036,0,0,
11,19,2008,281,7.868,0,0,
11,20,2008,258,7.224,0,0,
11,21,2008,191,5.348,0,0,
11,22,2008,235,6.58,0,0,
11,23,2008,268,7.504,0.1,2.54,
11,24,2008,234,6.552,0,0,
11,25,2008,204,5.712,0,0,
11,26,2008,196,5.488,0,0,
11,27,2008,180,5.04,0,0,
11,28,2008,168,4.704,0,0,
11,29,2008,165,4.62,0,0,
11,30,2008,173,4.844,0,0,
12,1,2008,153,4.284,0.18,4.572,
12,2,2008,131,3.668,0,0,
12,3,2008,164,4.592,0.02,0.508,
12,4,2008,118,3.304,0,0,
12,5,2008,112,3.136,0,0,
12,6,2008,148,4.144,0,0,
12,7,2008,142,3.976,0,0,
12,8,2008,153,4.284,0,0,
12,9,2008,127,3.556,0.42,10.668,
12,10,2008,121,3.388,0,0,
12,11,2008,152,4.256,0,0,
12,12,2008,182,5.096,0,0,
12,13,2008,176,4.928,0,0,
12,14,2008,208,5.824,0,0,
12,15,2008,159,4.452,0,0,
12,16,2008,101,2.828,0,0,
12,17,2008,140,3.92,0.22,5.588,
12,18,2008,163,4.564,0,0,
12,19,2008,193,5.404,0.61,15.494,
12,20,2008,185,5.18,0,0,
12,21,2008,156,4.368,0,0,
12,22,2008,107,2.996,0,0,
12,23,2008,159,4.452,0.1,2.54,
12,24,2008,153,4.284,0,0,
12,25,2008,178,4.984,0,0,
12,26,2008,205,5.74,0,0,
12,27,2008,249,6.972,0,0,
12,28,2008,262,7.336,0,0,
12,29,2008,243,6.804,0,0,
12,30,2008,227,6.356,0,0,
12,31,2008,183,5.124,0,0,
1,1,2009,216,6.048,0,0,
1,2,2009,194,5.432,0,0,
1,3,2009,159,4.452,0,0,
1,4,2009,101,2.828,0,0,
1,5,2009,119,3.332,0,0,
1,6,2009,124,3.472,0,0,
1,7,2009,113,3.164,0,0,
1,8,2009,96.8,2.7104,0,0,
1,9,2009,106,2.968,0,0,
1,10,2009,100,2.8,0.45,11.43,
1,11,2009,107,2.996,0,0,
1,12,2009,98.6,2.7608,0.13,3.302,
1,13,2009,76.5,2.142,0.02,0.508,
1,14,2009,60.5,1.694,0.23,5.842,
1,15,2009,49.4,1.3832,0,0,
1,16,2009,59,1.652,0,0,
1,17,2009,79.4,2.2232,0,0,
1,18,2009,94.8,2.6544,0.01,0.254,
1,19,2009,85.1,2.3828,0,0,
1,20,2009,76.7,2.1476,0,0,
1,21,2009,86,2.408,0,0,
1,22,2009,110,3.08,0,0,
1,23,2009,86,2.408,0,0,
1,24,2009,37.5,1.05,0,0,
1,25,2009,50.6,1.4168,0,0,
1,26,2009,59.9,1.6772,0,0,
1,27,2009,33.8,0.9464,0,0,
1,28,2009,26.3,0.7364,0,0,
1,29,2009,76.7,2.1476,0,0,
1,30,2009,61.8,1.7304,0,0,
1,31,2009,86,2.408,0,0,
2,1,2009,110,3.08,0,0,
2,2,2009,120,3.36,0,0,
2,3,2009,35.6,0.9968,0,0,
2,4,2009,24.4,0.6832,0,0,
2,5,2009,63.6,1.7808,0,0,
2,6,2009,82.3,2.3044,0,0,
2,7,2009,107,2.996,0,0,
2,8,2009,149,4.172,0,0,
2,9,2009,360,10.08,0,0,
2,10,2009,1830,51.24,0.11,2.794,
2,11,2009,2170,60.76,0,0,
2,12,2009,1610,45.08,0,0,
2,13,2009,1410,39.48,0,0,
2,14,2009,908,25.424,0,0,
2,15,2009,668,18.704,0,0,
2,16,2009,557,15.596,0,0,
2,17,2009,495,13.86,0,0,
2,18,2009,460,12.88,0,0,
2,19,2009,266,7.448,0,0,
2,20,2009,319,8.932,0,0,
2,21,2009,293,8.204,0,0,
2,22,2009,245,6.86,0,0,
2,23,2009,231,6.468,0,0,
2,24,2009,237,6.636,0,0,
2,25,2009,236,6.608,0,0,
2,26,2009,299,8.372,0,0,
2,27,2009,252,7.056,0.45,11.43,
2,28,2009,206,5.768,0,0,
3,1,2009,178,4.984,0,0,
3,2,2009,178,4.984,0,0,
3,3,2009,190,5.32,0,0,
3,4,2009,204,5.712,0,0,
3,5,2009,212,5.936,0,0,
3,6,2009,248,6.944,0,0,
3,7,2009,259,7.252,0.12,3.048,
3,8,2009,239,6.692,0.05,1.27,
3,9,2009,203,5.684,0,0,
3,10,2009,180,5.04,0.41,10.414,
3,11,2009,151,4.228,0,0,
3,12,2009,204,5.712,0,0,
3,13,2009,184,5.152,0,0,
3,14,2009,160,4.48,0,0,
3,15,2009,170,4.76,0,0,
3,16,2009,148,4.144,0,0,
3,17,2009,153,4.284,0,0,
3,18,2009,152,4.256,0,0,
3,19,2009,139,3.892,0,0,
3,20,2009,130,3.64,0,0,
3,21,2009,127,3.556,0,0,
3,22,2009,128,3.584,0,0,
3,23,2009,180,5.04,0.72,18.288,
3,24,2009,409,11.452,0.13,3.302,
3,25,2009,537,15.036,0,0,
3,26,2009,423,11.844,0,0,
3,27,2009,347,9.716,0,0,
3,28,2009,309,8.652,0,0,
3,29,2009,284,7.952,0,0,
3,30,2009,265,7.42,0,0,
3,31,2009,253,7.084,0.1,2.54,
4,1,2009,255,7.14,0,0,
4,2,2009,238,6.664,0,0,
4,3,2009,223,6.244,0,0,
4,4,2009,217,6.076,0,0,
4,5,2009,223,6.244,0.26,6.604,
4,6,2009,232,6.496,0.1,2.54,
4,7,2009,251,7.028,0,0,
4,8,2009,258,7.224,0,0,
4,9,2009,246,6.888,0,0,
4,10,2009,232,6.496,0,0,
4,11,2009,219,6.132,0,0,
4,12,2009,212,5.936,0,0,
4,13,2009,216,6.048,0,0,
4,14,2009,217,6.076,0,0,
4,15,2009,207,5.796,0,0,
4,16,2009,198,5.544,0,0,
4,17,2009,194,5.432,0,0,
4,18,2009,197,5.516,0,0,
4,19,2009,209,5.852,0.16,4.064,
4,20,2009,209,5.852,0,0,
4,21,2009,210,5.88,0,0,
4,22,2009,199,5.572,0,0,
4,23,2009,188,5.264,0,0,
4,24,2009,184,5.152,0,0,
4,25,2009,180,5.04,0.02,0.508,
4,26,2009,192,5.376,0.03,0.762,
4,27,2009,410,11.48,1.1,27.94,
4,28,2009,691,19.348,0,0,
4,29,2009,582,16.296,0.02,0.508,
4,30,2009,522,14.616,0.12,3.048,
5,1,2009,465,13.02,0,0,
5,2,2009,414,11.592,0,0,
5,3,2009,385,10.78,0,0,
5,4,2009,360,10.08,0,0,
5,5,2009,343,9.604,0.1,2.54,
5,6,2009,347,9.716,0,0,
5,7,2009,346,9.688,0.25,6.35,
5,8,2009,354,9.912,0.14,3.556,
5,9,2009,408,11.424,0.41,10.414,
5,10,2009,452,12.656,0,0,
5,11,2009,427,11.956,0,0,
5,12,2009,405,11.34,0,0,
5,13,2009,404,11.312,0.31,7.874,
5,14,2009,387,10.836,0,0,
5,15,2009,368,10.304,0,0,
5,16,2009,355,9.94,0.09,2.286,
5,17,2009,318,8.904,0,0,
5,18,2009,305,8.54,0,0,
5,19,2009,296,8.288,0,0,
5,20,2009,272,7.616,0,0,
5,21,2009,260,7.28,0,0,
5,22,2009,252,7.056,0.35,8.89,
5,23,2009,248,6.944,0.12,3.048,
5,24,2009,245,6.86,0,0,
5,25,2009,239,6.692,0,0,
5,26,2009,241,6.748,0.06,1.524,
5,27,2009,237,6.636,0.44,11.176,
5,28,2009,221,6.188,0,0,
5,29,2009,206,5.768,0,0,
5,30,2009,193,5.404,0,0,
5,31,2009,182,5.096,0,0,
6,1,2009,178,4.984,0,0,
6,2,2009,169,4.732,0,0,
6,3,2009,156,4.368,0,0,
6,4,2009,151,4.228,0,0,
6,5,2009,151,4.228,0,0,
6,6,2009,165,4.62,0.63,16.002,
6,7,2009,171,4.788,0.17,4.318,
6,8,2009,283,7.924,1.26,32.004,
6,9,2009,550,15.4,0.05,1.27,
6,10,2009,508,14.224,0.02,0.508,
6,11,2009,421,11.788,0,0,
6,12,2009,392,10.976,0,0,
6,13,2009,580,16.24,1.44,36.576,
6,14,2009,577,16.156,0,0,
6,15,2009,512,14.336,0.02,0.508,
6,16,2009,602,16.856,0.61,15.494,
6,17,2009,649,18.172,0,0,
6,18,2009,799,22.372,0.25,6.35,
6,19,2009,1340,37.52,1,25.4,
6,20,2009,1060,29.68,0.04,1.016,
6,21,2009,835,23.38,0.32,8.128,
6,22,2009,728,20.384,0.06,1.524,
6,23,2009,622,17.416,0,0,
6,24,2009,608,17.024,0.38,9.652,
6,25,2009,782,21.896,0.02,0.508,
6,26,2009,757,21.196,0,0,
6,27,2009,617,17.276,0.06,1.524,
6,28,2009,520,14.56,0,0,
6,29,2009,444,12.432,0,0,
6,30,2009,392,10.976,0,0,
7,1,2009,347,9.716,0,0,
7,2,2009,305,8.54,0,0,
7,3,2009,275,7.7,0,0,
7,4,2009,298,8.344,1.1,27.94,
7,5,2009,350,9.8,0.06,1.524,
7,6,2009,322,9.016,0,0,
7,7,2009,280,7.84,0,0,
7,8,2009,504,14.112,1.45,36.83,
7,9,2009,927,25.956,0.02,0.508,
7,10,2009,1070,29.96,0.28,7.112,
7,11,2009,1620,45.36,0,0,
7,12,2009,1340,37.52,0,0,
7,13,2009,962,26.936,0.42,10.668,
7,14,2009,766,21.448,0.05,1.27,
7,15,2009,712,19.936,0.45,11.43,
7,16,2009,651,18.228,0,0,
7,17,2009,536,15.008,0.07,1.778,
7,18,2009,453,12.684,0,0,
7,19,2009,393,11.004,0,0,
7,20,2009,349,9.772,0,0,
7,21,2009,317,8.876,0.22,5.588,
7,22,2009,284,7.952,0.03,0.762,
7,23,2009,250,7,0,0,
7,24,2009,221,6.188,0,0,
7,25,2009,198,5.544,0,0,
7,26,2009,177,4.956,0,0,
7,27,2009,157,4.396,0,0,
7,28,2009,142,3.976,0,0,
7,29,2009,131,3.668,0,0,
7,30,2009,134,3.752,0.46,11.684,
7,31,2009,123,3.444,0,0,
8,1,2009,114,3.192,0.05,1.27,
8,2,2009,105,2.94,0,0,
8,3,2009,110,3.08,0.5,12.7,
8,4,2009,104,2.912,0,0,
8,5,2009,93.7,2.6236,0,0,
8,6,2009,86.2,2.4136,0,0,
8,7,2009,83.9,2.3492,0.1,2.54,
8,8,2009,82.8,2.3184,0.14,3.556,
8,9,2009,80.3,2.2484,0,0,
8,10,2009,74.4,2.0832,0.28,7.112,
8,11,2009,69.5,1.946,0,0,
8,12,2009,66.1,1.8508,0,0,
8,13,2009,62.5,1.75,0,0,
8,14,2009,59,1.652,0,0,
8,15,2009,58.4,1.6352,0,0,
8,16,2009,62,1.736,0.43,10.922,
8,17,2009,58.6,1.6408,0,0,
8,18,2009,54.3,1.5204,0,0,
8,19,2009,56.9,1.5932,0,0,
8,20,2009,61,1.708,0.58,14.732,
8,21,2009,68.2,1.9096,0,0,
8,22,2009,63.7,1.7836,0,0,
8,23,2009,55,1.54,0,0,
8,24,2009,48.8,1.3664,0,0,
8,25,2009,46.8,1.3104,0.03,0.762,
8,26,2009,48.4,1.3552,0.02,0.508,
8,27,2009,47.8,1.3384,0.29,7.366,
8,28,2009,44.8,1.2544,0,0,
8,29,2009,41.6,1.1648,0,0,
8,30,2009,40.1,1.1228,0,0,
8,31,2009,37.9,1.0612,0,0,
9,1,2009,36.4,1.0192,0,0,
9,2,2009,36.3,1.0164,0,0,
9,3,2009,35.4,0.9912,0,0,
9,4,2009,34.7,0.9716,0,0,
9,5,2009,33,0.924,0,0,
9,6,2009,31.7,0.8876,0,0,
9,7,2009,30.5,0.854,0,0,
9,8,2009,29.9,0.8372,0,0,
9,9,2009,29.4,0.8232,0,0,
9,10,2009,29.4,0.8232,0,0,
9,11,2009,29,0.812,0,0,
9,12,2009,28.8,0.8064,0,0,
9,13,2009,28.3,0.7924,0,0,
9,14,2009,26.8,0.7504,0,0,
9,15,2009,26.1,0.7308,0,0,
9,16,2009,26.3,0.7364,0,0,
9,17,2009,29.9,0.8372,0,0,
9,18,2009,32.5,0.91,0,0,
9,19,2009,32.4,0.9072,0,0,
9,20,2009,32.2,0.9016,0,0,
9,21,2009,33,0.924,0.06,1.524,
9,22,2009,31.5,0.882,0.12,3.048,
9,23,2009,28.2,0.7896,0,0,
9,24,2009,29.5,0.826,0,0,
9,25,2009,29.4,0.8232,0.29,7.366,
9,26,2009,29.8,0.8344,0.05,1.27,
9,27,2009,28.6,0.8008,0,0,
9,28,2009,27.1,0.7588,0,0,
9,29,2009,24.5,0.686,0,0,
9,30,2009,23.8,0.6664,0,0,
10,1,2009,40.7,1.1396,0.7,17.78,
10,2,2009,51.6,1.4448,1.01,25.654,
10,3,2009,57.3,1.6044,0.08,2.032,
10,4,2009,48.4,1.3552,0.01,0.254,
10,5,2009,40.7,1.1396,0.01,0.254,
10,6,2009,40.5,1.134,0.34,8.636,
10,7,2009,41.4,1.1592,0.01,0.254,
10,8,2009,40.8,1.1424,0.1,2.54,
10,9,2009,39.1,1.0948,0,0,
10,10,2009,36.5,1.022,0,0,
10,11,2009,36.3,1.0164,0,0,
10,12,2009,33.8,0.9464,0,0,
10,13,2009,33.7,0.9436,0,0,
10,14,2009,35,0.98,0.08,2.032,
10,15,2009,39.3,1.1004,0.26,6.604,
10,16,2009,41.4,1.1592,0.04,1.016,
10,17,2009,43.5,1.218,0.08,2.032,
10,18,2009,42.5,1.19,0,0,
10,19,2009,38.5,1.078,0,0,
10,20,2009,38.1,1.0668,0,0,
10,21,2009,45,1.26,0.3,7.62,
10,22,2009,71.9,2.0132,0.55,13.97,
10,23,2009,333,9.324,1.63,41.402,
10,24,2009,813,22.764,0.09,2.286,
10,25,2009,686,19.208,0.08,2.032,
10,26,2009,511,14.308,0.02,0.508,
10,27,2009,424,11.872,0,0,
10,28,2009,379,10.612,0,0,
10,29,2009,359,10.052,0.35,8.89,
10,30,2009,500,14,0.52,13.208,
10,31,2009,666,18.648,0.05,1.27,
11,1,2009,573,16.044,0,0,
11,2,2009,491,13.748,0,0,
11,3,2009,428,11.984,0,0,
11,4,2009,402,11.256,0,0,
11,5,2009,373,10.444,0,0,
11,6,2009,355,9.94,0,0,
11,7,2009,347,9.716,0,0,
11,8,2009,312,8.736,0,0,
11,9,2009,289,8.092,0,0,
11,10,2009,265,7.42,0,0,
11,11,2009,257,7.196,0,0,
11,12,2009,260,7.28,0,0,
11,13,2009,268,7.504,0,0,
11,14,2009,256,7.168,0.02,0.508,
11,15,2009,230,6.44,0,0,
11,16,2009,218,6.104,0,0,
11,17,2009,213,5.964,0,0,
11,18,2009,212,5.936,0,0,
11,19,2009,211,5.908,0,0,
11,20,2009,202,5.656,0,0,
11,21,2009,196,5.488,0,0,
11,22,2009,198,5.544,0,0,
11,23,2009,194,5.432,0,0,
11,24,2009,243,6.804,0.75,19.05,
11,25,2009,453,12.684,0.35,8.89,
11,26,2009,552,15.456,0.04,1.016,
11,27,2009,494,13.832,0,0,
11,28,2009,450,12.6,0,0,
11,29,2009,408,11.424,0,0,
11,30,2009,368,10.304,0,0,
12,1,2009,356,9.968,0,0,
12,2,2009,337,9.436,0,0,
